,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,1,2,3,a,b,exited
4202,0.352,0.16216215,0.9,0.0,0.33333334,0,0,0.5049687,1,0,0,0,1,0
4203,0.882,0.45945945,0.7,0.0,0.0,1,1,0.61391324,1,0,0,1,0,0
4204,0.446,0.12162162,0.2,0.51113594,0.0,1,1,0.058104347,1,0,0,0,1,0
4205,0.43,0.27027026,0.5,0.50476724,0.0,1,1,0.8415402,1,0,0,1,0,0
4206,0.508,0.3918919,0.8,0.24748977,0.6666667,0,0,0.04648704,1,0,0,1,0,1
4207,0.612,0.25675675,0.7,0.44755757,0.0,1,0,0.76580507,1,0,0,0,1,0
4208,0.194,0.35135135,0.5,0.35547832,0.0,1,1,0.37701932,1,0,0,1,0,0
4209,0.664,0.5,0.9,0.0,0.0,1,0,0.76679933,1,0,0,0,1,1
4210,0.174,0.13513513,0.2,0.43508202,0.0,1,0,0.76495224,0,0,1,0,1,0
4211,0.884,0.3918919,0.0,0.0,0.0,1,1,0.02773415,0,0,1,0,1,1
4212,0.554,0.0945946,0.4,0.0,0.0,1,1,0.9716045,0,0,1,1,0,0
4213,0.834,0.21621622,0.8,0.0,0.33333334,1,0,0.4738262,1,0,0,1,0,0
4214,0.672,0.10810811,0.7,0.0,0.33333334,1,0,0.00764728,1,0,0,0,1,0
4215,0.878,0.47297296,0.1,0.6308208,0.0,1,1,0.02512645,1,0,0,1,0,1
4216,0.888,0.5135135,0.9,0.3864167,0.0,1,1,0.35886016,1,0,0,0,1,0
4217,0.474,0.22972973,0.5,0.4857096,0.0,1,1,0.11736176,0,1,0,0,1,1
4218,0.478,0.013513514,0.9,0.33278495,0.0,1,1,0.7151219,0,1,0,1,0,1
4219,0.386,0.0945946,0.1,0.5841655,0.0,0,1,0.80705655,0,1,0,1,0,0
4220,0.478,0.36486486,0.1,0.0,0.0,0,0,0.62969834,0,0,1,1,0,1
4221,0.702,0.067567565,0.5,0.7417401,0.33333334,1,1,0.38303533,0,1,0,0,1,0
4222,1.0,0.2972973,0.6,0.0,0.0,1,0,0.6849329,1,0,0,0,1,1
4223,0.752,0.44594595,0.8,0.42844033,0.33333334,1,0,0.7046989,0,1,0,1,0,1
4224,0.834,0.3918919,0.2,0.0,0.0,1,0,0.240771,0,0,1,0,1,1
4225,0.596,0.24324325,0.8,0.5856696,0.33333334,1,1,0.65021145,0,0,1,0,1,0
4226,0.602,0.24324325,0.8,0.0,0.33333334,1,0,0.45824802,0,0,1,1,0,0
4227,0.566,0.24324325,0.6,0.4987295,0.0,0,0,0.6298096,1,0,0,1,0,0
4228,0.78,0.25675675,0.9,0.0,0.33333334,1,1,0.36610362,1,0,0,1,0,0
4229,0.484,0.21621622,0.9,0.0,0.33333334,1,1,0.10225286,1,0,0,1,0,0
4230,0.64,0.3108108,1.0,0.0,0.6666667,1,0,0.40799117,1,0,0,1,0,0
4231,0.556,0.24324325,0.3,0.0,0.33333334,1,1,0.04366082,1,0,0,0,1,0
4232,0.79,0.3918919,0.5,0.0,0.33333334,0,0,0.7289603,1,0,0,0,1,0
4233,0.71,0.1891892,0.3,0.0,0.33333334,0,0,0.6478889,1,0,0,0,1,0
4234,0.418,0.3243243,0.7,0.0,0.33333334,1,1,0.9502343,1,0,0,1,0,0
4235,0.49,0.14864865,0.6,0.60058564,0.0,1,0,0.43883932,1,0,0,0,1,0
4236,0.284,0.22972973,0.4,0.5634135,0.33333334,1,0,0.19755861,1,0,0,0,1,0
4237,0.296,0.14864865,0.9,0.0,0.0,1,0,0.950212,1,0,0,1,0,0
4238,0.61,0.2837838,0.6,0.37717012,0.33333334,1,1,0.7447558,1,0,0,1,0,0
4239,0.572,0.2837838,0.3,0.4716502,0.0,1,0,0.92348915,1,0,0,1,0,0
4240,0.568,0.36486486,0.2,0.0,0.0,1,1,0.71730214,1,0,0,1,0,0
4241,0.886,0.6081081,0.0,0.0,0.33333334,0,1,0.13578881,0,0,1,0,1,0
4242,0.352,0.43243244,0.5,0.4951542,0.0,0,1,0.7973026,0,1,0,0,1,1
4243,0.836,0.10810811,0.5,0.20373316,0.0,1,1,0.35224968,1,0,0,1,0,1
4244,0.38,0.6216216,0.1,0.36616337,0.0,0,1,0.47709265,0,1,0,0,1,0
4245,0.764,0.21621622,0.8,0.48760208,0.33333334,1,0,0.93996114,1,0,0,1,0,0
4246,0.534,0.16216215,0.8,0.0,0.0,1,1,0.4630958,1,0,0,1,0,0
4247,0.574,0.4864865,0.5,0.0,0.0,0,1,0.754199,0,0,1,1,0,0
4248,0.446,0.10810811,0.8,0.3438485,0.33333334,1,1,0.45087165,1,0,0,0,1,0
4249,0.362,0.35135135,0.3,0.0,0.33333334,1,1,0.17204247,1,0,0,0,1,0
4250,0.278,0.27027026,0.5,0.46748033,0.0,0,0,0.4261422,1,0,0,1,0,0
4251,0.502,0.22972973,0.2,0.0,0.33333334,1,1,0.5949148,1,0,0,0,1,0
4252,0.204,0.2027027,0.7,0.6124529,0.0,1,0,0.55933666,0,1,0,0,1,0
4253,0.756,0.14864865,0.1,0.0,0.0,1,1,0.41526285,0,0,1,1,0,0
4254,0.48,0.12162162,0.8,0.49262828,0.33333334,1,0,0.008327495,0,1,0,1,0,0
4255,0.28,0.14864865,0.4,0.0,0.33333334,1,0,0.16040526,1,0,0,0,1,0
4256,0.492,0.7837838,0.9,0.5349114,0.0,1,1,0.06722567,0,0,1,1,0,0
4257,0.57,0.14864865,0.1,0.0,0.0,0,1,0.12428167,1,0,0,0,1,0
4258,0.864,0.22972973,0.7,0.39281642,0.33333334,1,0,0.58822006,0,1,0,0,1,0
4259,0.88,0.25675675,0.3,0.0,0.6666667,0,0,0.49447593,0,0,1,1,0,0
4260,0.474,0.2972973,0.2,0.0,1.0,0,1,0.5308663,1,0,0,0,1,1
4261,0.888,0.3783784,0.8,0.53644806,0.0,1,1,0.2318961,0,0,1,1,0,0
4262,0.33,0.3108108,0.8,0.0,0.33333334,1,1,0.9253012,1,0,0,0,1,0
4263,0.792,0.08108108,1.0,0.27414247,0.0,0,1,0.23995197,0,0,1,0,1,0
4264,0.634,0.5135135,0.8,0.5478879,0.0,1,0,0.6542385,0,1,0,1,0,1
4265,0.718,0.1891892,0.4,0.5871225,0.0,0,1,0.20426936,1,0,0,0,1,0
4266,0.372,0.22972973,0.8,0.0,0.0,1,0,0.85922533,1,0,0,1,0,1
4267,0.722,0.3108108,0.3,0.58093274,0.0,1,1,0.50726587,1,0,0,1,0,0
4268,0.806,0.3783784,0.8,0.0,0.6666667,1,0,0.45372513,1,0,0,0,1,1
4269,0.796,0.35135135,0.4,0.44883072,0.0,0,1,0.010185823,1,0,0,0,1,0
4270,0.546,0.527027,0.7,0.28490368,0.33333334,1,1,0.4220891,1,0,0,1,0,0
4271,0.23,0.2027027,0.5,0.0,0.33333334,0,1,0.39347014,1,0,0,0,1,0
4272,0.58,0.21621622,0.3,0.31019288,0.0,1,1,0.84274685,0,0,1,1,0,0
4273,0.424,0.7702703,0.5,0.34731573,0.0,1,1,0.19671908,1,0,0,0,1,0
4274,0.304,0.3243243,0.0,0.5261208,0.0,0,1,0.14098047,0,1,0,1,0,1
4275,0.372,0.1891892,0.7,0.7094972,0.33333334,1,0,0.111828476,1,0,0,0,1,0
4276,0.64,0.1891892,0.4,0.4103446,0.33333334,0,1,0.6747188,0,1,0,1,0,0
4277,0.85,0.44594595,0.2,0.49336067,0.0,1,1,0.67451435,0,1,0,0,1,0
4278,0.818,0.16216215,0.4,0.40575308,0.0,0,0,0.043415245,0,1,0,0,1,0
4279,0.508,0.2027027,0.3,0.5925094,0.0,0,0,0.21215111,1,0,0,0,1,0
4280,0.832,0.5945946,0.7,0.5688544,0.0,0,1,0.029411059,0,1,0,1,0,1
4281,0.408,0.3108108,0.4,0.44700575,0.0,0,1,0.18117034,0,0,1,1,0,0
4282,0.274,0.47297296,1.0,0.3569212,0.0,0,1,0.45036936,1,0,0,1,0,0
4283,0.75,0.22972973,0.7,0.30257604,0.0,1,0,0.75255114,1,0,0,0,1,0
4284,0.764,0.3243243,0.2,0.4738564,0.33333334,0,0,0.4370946,0,1,0,1,0,0
4285,0.546,0.2972973,0.5,0.47345346,0.0,1,0,0.9643712,1,0,0,0,1,0
4286,0.862,0.3243243,0.3,0.6239806,0.0,1,1,0.87839603,1,0,0,1,0,0
4287,0.728,0.47297296,0.1,0.39514792,0.0,1,1,0.36245698,0,1,0,0,1,1
4288,0.454,0.17567568,0.4,0.2439683,0.0,1,1,0.7262636,0,1,0,1,0,0
4289,0.762,0.25675675,0.1,0.51388353,0.0,1,1,0.903591,0,0,1,1,0,0
4290,0.6,0.067567565,0.5,0.0,0.0,1,1,0.9031405,0,0,1,1,0,0
4291,0.858,0.1891892,1.0,0.32175672,0.0,1,0,0.43151706,1,0,0,0,1,0
4292,0.712,0.3783784,0.2,0.508814,0.33333334,1,0,0.7507979,0,0,1,1,0,1
4293,0.766,0.35135135,0.3,0.42276484,0.0,0,1,0.5080778,0,0,1,0,1,0
4294,0.458,0.3243243,0.3,0.54827195,0.33333334,1,1,0.4271046,0,1,0,1,0,0
4295,0.252,0.21621622,0.8,0.44601947,0.0,0,1,0.9861453,0,1,0,1,0,1
4296,0.85,0.2972973,0.9,0.5030435,0.0,1,0,0.35095847,1,0,0,0,1,0
4297,0.376,0.6756757,0.9,0.0,0.33333334,1,0,0.55219734,0,0,1,0,1,1
4298,0.504,0.27027026,0.7,0.4457425,0.33333334,1,0,0.62194955,1,0,0,0,1,0
4299,0.53,0.16216215,0.8,0.0,0.33333334,0,0,0.015859365,1,0,0,0,1,0
4300,0.7,0.13513513,0.3,0.39739516,0.33333334,0,0,0.7336308,0,1,0,1,0,0
4301,0.53,0.1891892,0.1,0.0,0.33333334,0,0,0.010639366,1,0,0,0,1,0
4302,0.388,0.35135135,0.2,0.43402454,0.0,0,0,0.34611616,0,1,0,0,1,1
4303,0.446,0.5135135,0.3,0.6164645,0.0,0,1,0.5773086,0,0,1,0,1,1
4304,0.41,0.43243244,0.7,0.5104104,0.33333334,1,1,0.3118474,0,0,1,0,1,0
4305,0.684,0.17567568,0.2,0.0,0.33333334,1,0,0.4591318,1,0,0,1,0,1
4306,0.252,0.2972973,0.4,0.0,0.33333334,0,0,0.9127645,1,0,0,1,0,0
4307,0.84,0.3783784,0.9,0.75998193,0.0,1,1,0.07357593,0,0,1,0,1,0
4308,0.582,0.2972973,0.7,0.0,0.0,1,0,0.6349861,1,0,0,1,0,0
4309,0.71,0.22972973,0.5,0.0,0.0,1,0,0.66996163,1,0,0,1,0,1
4310,0.868,0.27027026,0.5,0.54489416,0.0,0,1,0.84962785,1,0,0,0,1,0
4311,0.754,0.45945945,0.1,0.6167204,0.0,1,0,0.40127876,0,0,1,1,0,1
4312,0.452,0.3108108,0.4,0.4488273,0.0,0,0,0.9552092,1,0,0,1,0,1
4313,0.592,0.6891892,1.0,0.46019655,0.0,1,0,0.20207074,0,0,1,0,1,0
4314,0.576,0.21621622,0.5,0.53209394,0.0,0,1,0.7782316,1,0,0,0,1,0
4315,0.564,0.16216215,0.1,0.23383208,0.0,1,1,0.39333227,0,1,0,0,1,0
4316,1.0,0.35135135,0.7,0.35519704,0.0,1,0,0.5211957,0,0,1,0,1,1
4317,0.284,0.13513513,0.9,0.0,0.33333334,1,0,0.47977337,1,0,0,1,0,0
4318,0.646,0.7972973,1.0,0.3049466,0.33333334,0,1,0.29794887,0,1,0,1,0,0
4319,0.518,0.21621622,0.7,0.5607647,0.33333334,1,0,0.23129734,0,0,1,0,1,0
4320,0.702,0.24324325,0.7,0.38042665,0.33333334,1,0,0.94545776,0,1,0,0,1,0
4321,0.602,0.21621622,0.4,0.36494097,0.0,1,1,0.619772,1,0,0,0,1,0
4322,0.316,0.17567568,0.8,0.28912726,0.0,1,0,0.6490195,1,0,0,0,1,0
4323,0.532,0.33783785,0.3,0.48173815,0.0,1,0,0.093760654,0,0,1,1,0,1
4324,0.278,0.21621622,0.5,0.0,0.0,0,0,0.21766584,1,0,0,0,1,0
4325,0.434,0.36486486,0.1,0.62702954,0.0,1,0,0.3109414,0,0,1,1,0,0
4326,0.728,0.12162162,0.3,0.0,0.6666667,1,1,0.6456542,0,0,1,0,1,0
4327,0.656,0.16216215,0.1,0.5567079,0.33333334,0,1,0.080679804,0,1,0,1,0,0
4328,0.462,0.5,0.6,0.0,0.0,1,1,0.11216346,1,0,0,1,0,0
4329,0.796,0.5675676,0.3,0.0,0.33333334,1,1,0.39095128,0,0,1,0,1,0
4330,0.862,0.013513514,0.3,0.0,0.33333334,1,1,0.62148803,1,0,0,1,0,0
4331,0.682,0.04054054,0.3,0.410529,0.0,1,1,0.52323496,0,0,1,0,1,0
4332,0.314,0.17567568,0.2,0.53502625,0.0,1,1,0.83213985,0,1,0,0,1,1
4333,0.748,0.21621622,0.6,0.4712499,0.33333334,0,0,0.7857033,0,1,0,0,1,0
4334,0.71,0.527027,0.3,0.0,0.33333334,1,1,0.1706291,0,0,1,1,0,0
4335,0.716,0.6216216,0.5,0.0,0.6666667,0,1,0.5625962,0,0,1,1,0,1
4336,0.46,0.27027026,0.9,0.46011585,0.33333334,1,0,0.64241093,0,1,0,0,1,1
4337,1.0,0.27027026,0.5,0.0,0.33333334,1,0,0.08240817,1,0,0,0,1,0
4338,0.728,0.0945946,0.2,0.0,0.0,1,1,0.66490275,0,0,1,0,1,0
4339,0.418,0.33783785,0.1,0.0,0.33333334,1,1,0.98326534,1,0,0,1,0,0
4340,0.454,0.35135135,0.8,0.46057346,0.0,0,1,0.63753676,0,0,1,1,0,0
4341,0.594,0.22972973,0.3,0.6636903,0.33333334,1,0,0.73966503,0,1,0,1,0,0
4342,0.408,0.16216215,0.6,0.53954226,0.0,1,1,0.89847314,0,0,1,0,1,1
4343,0.398,0.4864865,0.5,0.3701795,0.0,1,0,0.013041546,0,1,0,0,1,1
4344,0.356,0.10810811,1.0,0.4068332,0.33333334,0,0,0.8340214,1,0,0,1,0,0
4345,0.74,0.3783784,0.3,0.38678095,0.0,1,1,0.6675884,0,1,0,0,1,1
4346,0.786,0.3108108,0.7,0.0,0.0,1,0,0.81870073,0,0,1,0,1,1
4347,0.53,0.08108108,0.8,0.4325584,0.33333334,0,0,0.8974699,0,1,0,0,1,1
4348,0.57,0.35135135,0.2,0.31512734,0.33333334,0,1,0.56645495,0,1,0,1,0,0
4349,0.672,0.36486486,0.3,0.296036,0.6666667,1,0,0.32451048,0,0,1,0,1,1
4350,0.98,0.24324325,0.6,0.0,0.33333334,1,0,0.706831,0,0,1,1,0,0
4351,0.69,0.33783785,0.1,0.40024656,0.0,1,1,0.5056968,1,0,0,0,1,0
4352,0.428,0.10810811,0.7,0.3348247,0.33333334,0,0,0.91748464,1,0,0,0,1,0
4353,0.91,0.17567568,0.4,0.0,0.33333334,1,0,0.023934986,1,0,0,1,0,0
4354,0.416,0.36486486,0.4,0.0,0.0,1,0,0.65904075,0,0,1,0,1,0
4355,0.614,0.2837838,0.4,0.3200256,0.0,1,0,0.48595232,1,0,0,1,0,0
4356,0.582,0.3243243,0.7,0.49995255,0.33333334,0,0,0.8206634,1,0,0,1,0,0
4357,0.81,0.24324325,0.8,0.0,0.33333334,1,0,0.8840759,1,0,0,0,1,0
4358,0.266,0.4054054,0.1,0.0,0.33333334,1,1,0.55029154,1,0,0,0,1,0
4359,0.39,0.35135135,0.2,0.5083197,0.0,1,0,0.541987,0,1,0,1,0,0
4360,0.656,0.6486486,0.8,0.0,0.33333334,1,1,0.23554975,1,0,0,0,1,0
4361,0.862,0.4054054,0.9,0.32999128,0.0,1,0,0.6236051,0,1,0,1,0,1
4362,0.442,0.054054055,0.3,0.4309204,0.0,0,1,0.26661107,0,0,1,1,0,0
4363,0.568,0.22972973,1.0,0.0,0.0,1,0,0.41315362,0,0,1,1,0,0
4364,0.346,0.12162162,0.8,0.24587119,0.33333334,1,0,0.7353081,0,1,0,0,1,0
4365,0.302,0.2972973,0.2,0.0,0.33333334,0,0,0.70974445,1,0,0,1,0,0
4366,0.624,0.7567568,0.6,0.0,0.33333334,1,0,0.61792034,1,0,0,0,1,0
4367,0.446,0.43243244,0.0,0.6349354,0.0,0,1,0.77959275,0,0,1,0,1,1
4368,0.596,0.2027027,0.5,0.55267155,0.0,1,0,0.14533733,0,1,0,0,1,0
4369,0.624,0.054054055,0.2,0.503641,0.33333334,1,1,0.4869026,1,0,0,1,0,0
4370,0.75,0.2837838,0.4,0.6403096,0.33333334,1,0,0.28818738,1,0,0,0,1,0
4371,0.426,0.22972973,0.2,0.731663,0.0,1,1,0.33000737,1,0,0,1,0,1
4372,0.556,0.17567568,0.0,0.35242122,0.0,0,0,0.361729,1,0,0,0,1,0
4373,0.392,0.36486486,0.2,0.0,0.0,0,0,0.9889857,0,0,1,1,0,1
4374,0.676,0.3108108,0.2,0.44986868,0.33333334,0,1,0.32757708,0,1,0,0,1,0
4375,1.0,0.3108108,0.8,0.24265103,0.0,1,0,0.1590865,0,1,0,0,1,0
4376,0.528,0.21621622,0.5,0.0,0.33333334,1,0,0.9278402,1,0,0,1,0,0
4377,0.738,0.25675675,0.9,0.40437016,0.0,1,0,0.12897237,1,0,0,1,0,1
4378,0.814,0.7162162,0.0,0.35107532,0.33333334,1,1,0.7717031,1,0,0,1,0,0
4379,0.638,0.14864865,0.7,0.0,0.33333334,1,1,0.6907362,1,0,0,0,1,0
4380,0.176,0.5540541,0.7,0.50696737,0.0,1,0,0.25779662,0,1,0,0,1,1
4381,0.284,0.2837838,0.7,0.0,0.33333334,0,1,0.3565923,1,0,0,0,1,0
4382,0.544,0.2837838,0.9,0.3326322,0.33333334,0,0,0.19437236,1,0,0,1,0,0
4383,0.59,0.3243243,0.4,0.3917853,0.0,1,1,0.0033227173,1,0,0,0,1,0
4384,0.756,0.25675675,0.0,0.0,0.33333334,1,1,0.36099556,1,0,0,0,1,0
4385,0.602,0.22972973,0.2,0.3464028,0.0,1,0,0.87049645,1,0,0,0,1,0
4386,0.866,0.3243243,0.2,0.5568288,0.0,1,0,0.010694222,0,1,0,1,0,0
4387,0.764,0.6621622,0.1,0.0,0.33333334,1,1,0.8889422,0,0,1,1,0,0
4388,0.406,0.2837838,0.1,0.5694622,0.33333334,1,0,0.22178037,0,0,1,1,0,0
4389,0.62,0.16216215,0.7,0.5831105,0.0,0,0,0.4842279,1,0,0,0,1,0
4390,0.64,0.2972973,0.3,0.18877964,0.0,1,1,0.7429102,1,0,0,1,0,1
4391,0.736,0.27027026,0.7,0.0,0.33333334,1,0,0.1915021,1,0,0,0,1,0
4392,0.874,0.44594595,0.0,0.23171592,0.0,0,1,0.71270174,1,0,0,0,1,0
4393,0.85,0.27027026,0.6,0.71697,0.33333334,0,0,0.7656281,0,1,0,1,0,0
4394,0.258,0.08108108,0.6,0.42901072,0.33333334,0,1,0.8475522,0,1,0,0,1,0
4395,0.62,0.027027028,0.6,0.66834134,0.0,1,0,0.28961927,1,0,0,1,0,0
4396,0.742,0.6756757,0.4,0.54414916,0.0,0,0,0.87702155,0,1,0,0,1,0
4397,0.618,0.2837838,0.8,0.20767926,0.33333334,1,1,0.5398154,0,1,0,0,1,0
4398,0.786,0.2837838,0.8,0.0,0.0,1,0,0.4713043,1,0,0,1,0,0
4399,0.64,0.36486486,0.9,0.41821912,0.0,1,0,0.7796256,1,0,0,1,0,1
4400,0.832,0.21621622,0.6,0.42421582,0.0,0,1,0.6899863,0,1,0,1,0,1
4401,0.99,0.27027026,0.2,0.44960055,0.0,1,0,0.8981871,0,0,1,1,0,0
4402,0.72,0.3783784,1.0,0.48039562,0.0,1,0,0.8329566,0,1,0,1,0,1
4403,0.504,0.33783785,0.2,0.45293885,1.0,1,0,0.5755788,0,1,0,1,0,1
4404,0.508,0.33783785,0.2,0.5782496,0.0,1,1,0.1193616,0,0,1,0,1,0
4405,0.428,0.22972973,0.9,0.0,0.33333334,1,1,0.5291795,0,0,1,1,0,0
4406,0.574,0.12162162,0.7,0.54142654,0.0,1,1,0.5070808,0,1,0,1,0,0
4407,0.354,0.17567568,0.1,0.44720647,0.0,1,0,0.9113592,1,0,0,1,0,0
4408,0.674,0.21621622,0.7,0.51772094,0.0,0,1,0.14344665,1,0,0,0,1,0
4409,0.812,0.3108108,0.6,0.5940656,0.0,0,1,0.25207797,0,1,0,0,1,1
4410,0.306,0.3243243,0.9,0.61092293,0.0,1,1,0.75669914,0,1,0,0,1,0
4411,0.614,0.3243243,0.5,0.1652995,0.0,1,0,0.564894,0,0,1,0,1,1
4412,0.632,0.2972973,0.2,0.0,0.33333334,0,0,0.18181582,1,0,0,1,0,0
4413,0.53,0.2837838,0.5,0.45115334,0.33333334,1,1,0.26079825,0,1,0,0,1,0
4414,0.724,0.12162162,0.8,0.45107642,0.33333334,1,0,0.7363203,0,1,0,0,1,0
4415,0.828,0.08108108,0.0,0.0,0.33333334,1,0,0.4436069,1,0,0,1,0,0
4416,0.242,0.3243243,0.3,0.6574445,0.0,1,0,0.9526919,1,0,0,0,1,0
4417,0.516,0.12162162,0.4,0.6111051,0.0,1,1,0.99980426,0,0,1,0,1,0
4418,0.664,0.3918919,1.0,0.53420895,0.0,1,0,0.7214658,0,0,1,1,0,0
4419,0.474,0.1891892,0.3,0.49998403,0.33333334,1,1,0.6525783,0,1,0,1,0,0
4420,0.728,0.22972973,0.6,0.5025045,0.33333334,1,1,0.26973906,0,1,0,1,0,0
4421,0.56,0.17567568,0.1,0.0,0.33333334,1,1,0.8490368,0,0,1,1,0,0
4422,0.596,0.13513513,0.8,0.36019042,0.0,1,1,0.7342709,0,1,0,1,0,0
4423,0.87,0.2972973,0.3,0.0,0.33333334,1,1,0.48415244,1,0,0,1,0,0
4424,0.502,0.3918919,0.1,0.56916344,0.0,1,1,0.2877347,0,1,0,1,0,0
4425,0.734,0.13513513,0.1,0.36085233,0.0,0,1,0.37398276,1,0,0,1,0,0
4426,0.714,0.35135135,0.6,0.0,0.33333334,1,1,0.9627449,1,0,0,1,0,0
4427,0.842,0.067567565,0.7,0.62225956,0.0,1,0,0.36493006,1,0,0,1,0,0
4428,0.504,0.22972973,0.5,0.0,0.33333334,1,0,0.15520702,1,0,0,1,0,0
4429,0.552,0.27027026,0.7,0.56227845,0.0,1,0,0.2639451,1,0,0,0,1,1
4430,0.476,0.5540541,0.4,0.0,0.33333334,1,1,0.13713224,0,0,1,0,1,0
4431,0.532,0.3243243,0.6,0.4699117,0.33333334,0,0,0.7513479,0,1,0,1,0,0
4432,0.542,0.2027027,0.4,0.0,0.33333334,1,1,0.20145749,0,0,1,0,1,0
4433,0.648,0.10810811,0.6,0.66265136,0.0,1,1,0.7468605,1,0,0,0,1,0
4434,0.566,0.3783784,0.3,0.0,0.33333334,1,0,0.60125244,0,0,1,1,0,0
4435,0.696,0.6216216,0.1,0.6750248,0.0,1,0,0.42378417,0,1,0,1,0,1
4436,0.316,0.10810811,0.7,0.820899,0.0,1,0,0.78213876,1,0,0,0,1,0
4437,0.772,0.08108108,0.0,0.0,0.33333334,1,0,0.54677296,1,0,0,1,0,1
4438,0.644,0.6756757,0.0,0.5024411,0.33333334,1,1,0.92471427,0,1,0,0,1,0
4439,0.526,0.04054054,0.7,0.4209994,0.0,1,1,0.1827621,1,0,0,1,0,0
4440,0.724,0.1891892,0.9,0.4009836,0.0,1,0,0.8284865,1,0,0,0,1,0
4441,0.548,0.27027026,0.3,0.0,0.33333334,1,1,0.8183545,1,0,0,1,0,0
4442,0.652,0.27027026,0.1,0.0,0.33333334,0,1,0.17818306,1,0,0,0,1,0
4443,0.666,0.1891892,0.0,0.5507061,0.33333334,1,1,0.9410499,0,1,0,1,0,0
4444,0.278,0.17567568,0.7,0.5555845,0.0,0,1,0.030549217,1,0,0,1,0,0
4445,0.778,0.14864865,0.1,0.0,0.33333334,1,1,0.82244456,1,0,0,0,1,0
4446,0.702,0.25675675,0.3,0.0,0.33333334,1,1,0.82136196,1,0,0,1,0,0
4447,0.632,0.43243244,0.7,0.43468755,0.0,1,1,0.7006895,0,1,0,1,0,1
4448,0.43,0.2972973,0.1,0.3586903,0.33333334,0,1,0.60542125,0,1,0,1,0,0
4449,0.632,0.24324325,0.3,0.0,0.33333334,1,0,0.17574158,1,0,0,0,1,0
4450,0.566,0.5540541,0.2,0.41449794,0.0,1,1,0.5157869,1,0,0,0,1,0
4451,0.456,0.21621622,0.4,0.6979372,0.0,1,1,0.37426934,1,0,0,0,1,0
4452,0.924,0.4189189,0.8,0.26337168,0.33333334,0,0,0.45776868,0,0,1,1,0,1
4453,0.918,0.2027027,0.8,0.5901031,0.0,0,0,0.9960533,0,1,0,0,1,0
4454,0.53,0.24324325,0.6,0.0,0.0,1,1,0.135014,1,0,0,0,1,1
4455,0.668,0.17567568,0.8,0.0,0.33333334,1,0,0.94321746,0,0,1,1,0,0
4456,0.388,0.2972973,0.8,0.0,0.33333334,1,0,0.3078775,1,0,0,0,1,0
4457,0.726,0.3918919,0.1,0.38260546,0.0,1,0,0.9876826,0,1,0,0,1,0
4458,0.566,0.25675675,0.2,0.0,0.33333334,1,0,0.91132,1,0,0,0,1,0
4459,0.644,0.067567565,1.0,0.44138065,0.0,1,0,0.40387318,0,1,0,1,0,0
4460,0.622,0.22972973,0.5,0.0,0.0,1,0,0.7769889,1,0,0,0,1,0
4461,0.798,0.13513513,0.3,0.0,0.0,1,0,0.016987223,0,0,1,1,0,0
4462,0.57,0.1891892,0.8,0.0,0.33333334,1,1,0.096791245,0,0,1,1,0,1
4463,1.0,0.7027027,0.1,0.38640222,0.6666667,1,0,0.3113868,0,1,0,1,0,1
4464,0.582,0.3108108,0.6,0.0,0.33333334,1,0,0.3269573,1,0,0,0,1,0
4465,0.566,0.16216215,0.2,0.43757534,0.33333334,1,1,0.6985729,0,1,0,0,1,0
4466,0.126,0.22972973,0.2,0.0,0.33333334,1,1,0.3048354,0,0,1,0,1,0
4467,0.376,0.17567568,0.1,0.0,0.33333334,1,0,0.0068200515,1,0,0,0,1,0
4468,0.174,0.2837838,0.0,0.4094152,0.0,0,0,0.110911794,1,0,0,1,0,0
4469,0.524,0.2027027,0.5,0.27691948,0.0,1,0,0.04481473,0,0,1,0,1,1
4470,0.332,0.47297296,0.1,0.62445354,0.0,1,0,0.5925104,0,1,0,1,0,1
4471,0.952,0.5135135,0.8,0.6955258,0.33333334,0,1,0.80903345,0,0,1,1,0,1
4472,0.62,0.067567565,0.6,0.6619041,0.33333334,0,0,0.45245892,0,1,0,1,0,0
4473,0.592,0.14864865,0.4,0.42231265,0.0,1,0,0.077304035,0,1,0,1,0,0
4474,0.834,0.24324325,0.3,0.0,0.0,0,0,0.32570955,1,0,0,0,1,0
4475,0.58,0.2972973,0.8,0.43978286,0.0,1,1,0.78945047,1,0,0,0,1,0
4476,0.856,0.2027027,0.1,0.0,0.33333334,1,0,0.42718154,1,0,0,0,1,0
4477,0.658,0.45945945,0.9,0.54153466,0.33333334,0,0,0.270161,0,1,0,0,1,0
4478,0.398,0.17567568,0.4,0.0,0.33333334,0,1,0.12837861,1,0,0,0,1,0
4479,0.496,0.3918919,0.2,0.0,0.33333334,1,1,0.9306137,1,0,0,0,1,0
4480,0.61,0.36486486,0.0,0.0,0.33333334,1,0,0.8341753,1,0,0,1,0,0
4481,0.288,0.16216215,0.3,0.34159267,0.0,0,1,0.13938572,1,0,0,0,1,0
4482,0.606,0.3243243,0.1,0.0,0.33333334,1,1,0.028786449,1,0,0,1,0,0
4483,0.378,0.27027026,0.8,0.42023334,0.0,0,0,0.40285778,0,1,0,1,0,1
4484,0.59,0.25675675,0.1,0.0,0.33333334,1,1,0.3449128,1,0,0,1,0,0
